dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1987-11-01,-15.781,0.429,Mezhdurechensk,Russia,53.84N,88.64E
1942-12-01,4.388999999999999,0.628,Thessaloníki,Greece,40.99N,23.43E
1898-06-01,18.51,0.289,Hartford,United States,40.99N,72.43W
1856-05-01,14.778999999999998,1.705,Chofu,Japan,36.17N,139.23E
1909-02-01,21.787,0.964,Guarapuava,Brazil,24.92S,51.43W
1813-05-01,25.876,3.78,Qalyub,Egypt,29.74N,31.38E
1915-12-01,16.273000000000003,0.326,Motihari,India,26.52N,84.18E
1843-06-01,22.161,1.17,Rio De Janeiro,Brazil,23.31S,42.82W
1969-07-01,25.993,0.474,Palakkad,India,10.45N,76.09E
1907-09-01,22.093000000000004,0.27,Inazawa,Japan,34.56N,136.22E
1838-03-01,25.429,1.884,Haora,India,23.31N,88.25E
1972-03-01,22.922,0.337,Pindamonhangaba,Brazil,23.31S,46.31W
1940-09-01,28.545,0.3879999999999999,Bhimavaram,India,16.87N,82.05E
1936-07-01,24.999,0.326,Baturaja,Indonesia,4.02S,103.66E
1952-01-01,23.005,0.439,Ribeirão Das Neves,Brazil,20.09S,44.36W
2006-12-01,1.543,0.231,Arad,Romania,45.81N,21.92E
1857-09-01,26.592,0.958,Macapá,Brazil,0.80N,50.63W
1953-10-01,25.04,0.295,Huizhou,China,23.31N,114.47E
1948-07-01,15.658,0.251,Leipzig,Germany,50.63N,11.41E
1853-08-01,27.173,0.901,Ayer Itam,Malaysia,5.63N,100.09E
1986-04-01,27.443,0.611,Conakry,Guinea,8.84N,13.78W
1756-10-01,8.464,3.718,Prague,Czech Republic,50.63N,13.94E
1953-12-01,9.491,0.156,Peoria,United States,32.95N,112.02W
1869-09-01,,,Igboho,Nigeria,8.84N,4.05E
1912-04-01,12.217,1.062,Neyshabur,Iran,36.17N,59.67E
1967-10-01,25.697,0.321,Hajipur,India,24.92N,85.12E
1928-01-01,15.282,0.356,Hobart,Australia,42.59S,148.36E
1956-04-01,19.802,0.299,Chitungwiza,Zimbabwe,18.48S,30.42E
1989-04-01,12.824000000000002,0.319,Rimini,Italy,44.20N,13.42E
2000-06-01,26.278,0.267,Dawei,Burma,13.66N,98.26E
1985-04-01,5.229,0.363,Kaluga,Russia,53.84N,36.82E
1882-12-01,4.0710000000000015,0.622,Salamanca,Spain,40.99N,6.39W
2005-03-01,24.46,0.356,Fianarantsoa,Madagascar,21.70S,47.60E
1940-11-01,9.895,0.273,Abilene,United States,32.95N,100.53W
1945-04-01,22.143,0.485,Guaymas,Mexico,28.13N,110.00W
1861-07-01,24.557,1.056,Barquisimeto,Venezuela,10.45N,69.55W
1890-11-01,8.298,0.775,Dali,China,26.52N,100.30E
1898-05-01,29.742,0.8320000000000001,Pindiga,Nigeria,10.45N,10.64E
2010-01-01,5.324,0.421,Kahramanmaras,Turkey,37.78N,36.61E
1872-12-01,4.118,1.834,Oberhausen,Germany,50.63N,6.34E
1846-09-01,30.235,1.871,Muzaffargarh,Pakistan,29.74N,72.00E
1860-11-01,6.596,1.6909999999999998,Hiratsuka,Japan,36.17N,139.23E
1905-01-01,-0.618,0.685,Kiel,Germany,53.84N,9.55E
1865-05-01,17.602999999999998,1.858,Amagasaki,Japan,34.56N,136.22E
1878-12-01,18.418,1.097,Achalpur,India,21.70N,77.02E
1874-05-01,15.262999999999998,1.435,Zama,Japan,36.17N,139.23E
1840-09-01,10.41,1.1840000000000002,Västerås,Sweden,60.27N,16.22E
1826-07-01,,,Nakhon Pathom,Thailand,13.66N,99.91E
1934-01-01,-0.242,0.382,Fukaya,Japan,36.17N,139.23E
1940-06-01,18.26,0.2289999999999999,Usak,Turkey,39.38N,29.13E
1877-04-01,27.137,1.116,Punto Fijo,Venezuela,12.05N,70.68W
1948-04-01,22.371,0.4,Guaratinguetá,Brazil,23.31S,44.56W
1771-11-01,-0.0379999999999998,4.837,Chorzow,Poland,50.63N,19.01E
1913-01-01,21.81,0.495,Jacareí,Brazil,23.31S,46.31W
1908-09-01,26.114,0.762,Binjai,Indonesia,4.02N,98.84E
1976-09-01,10.656,0.332,Novara,Italy,45.81N,8.08E
1938-11-01,21.501,0.45,Katihar,India,24.92N,86.90E
1797-03-01,-2.54,2.9960000000000004,Helsinki,Finland,60.27N,25.95E
1925-11-01,20.128,0.96,Jaunpur,India,26.52N,82.39E
1916-02-01,7.1690000000000005,0.742,Nazilli,Turkey,37.78N,28.47E
1972-08-01,16.41,0.222,Bulawayo,Zimbabwe,20.09S,29.00E
2011-03-01,22.505,0.255,Indaiatuba,Brazil,23.31S,48.06W
1977-06-01,18.445,0.332,Xuanhua,China,40.99N,115.03E
1775-05-01,11.568,3.58,Siauliai,Lithuania,55.45N,22.68E
1949-04-01,13.982,0.818,Santander,Spain,44.20N,4.47W
1892-03-01,3.641000000000001,0.718,Swansea,United Kingdom,52.24N,5.26W
1983-01-01,26.186,0.353,Sukaraja,Indonesia,7.23S,106.22E
1746-03-01,,,Bordeaux,France,44.20N,0.00W
1979-09-01,7.845,0.17,Solikamsk,Russia,60.27N,58.38E
1874-07-01,20.586,2.839,Zhangjiakou,China,40.99N,115.03E
1812-10-01,16.679000000000002,3.46,Valencia,Spain,39.38N,0.00W
1875-03-01,9.639,1.841,Rongcheng,China,26.52N,103.88E
1931-02-01,-24.353,1.555,Prokopyevsk,Russia,53.84N,85.91E
1880-01-01,12.093,1.15,Liusha,China,23.31N,116.21E
2003-03-01,28.438,0.248,Valledupar,Colombia,10.45N,72.82W
2011-06-01,19.899,0.598,Qingdao,China,36.17N,121.33E
1874-03-01,-0.875,1.133,Kerch,Ukraine,45.81N,35.77E
1902-06-01,-1.117,1.038,Punta Arenas,Chile,52.24S,70.95W
1875-10-01,22.949,1.501,Cairns,Australia,16.87S,145.67E
1852-05-01,27.16,3.188,General Escobedo,Mexico,26.52N,100.30W
1951-06-01,19.447,0.446,Hadano,Japan,36.17N,139.23E
1887-09-01,22.617,1.075,Itabuna,Brazil,15.27S,39.17W
1838-08-01,13.243,1.975,Xining,China,36.17N,101.44E
1890-07-01,28.071,0.364,Rae Bareli,India,26.52N,80.60E
1849-10-01,4.357,1.516,Anda,China,45.81N,125.77E
1986-04-01,11.774,0.257,Sakura,Japan,36.17N,141.22E
1981-10-01,20.261000000000006,0.318,Acuña,Mexico,29.74N,101.54W
1976-10-01,23.095,0.487,Ilam,Iran,32.95N,46.91E
1766-05-01,10.149,2.346,Salzburg,Austria,47.42N,13.03E
1848-02-01,-1.0799999999999998,1.564,Des Moines,United States,40.99N,93.73W
1878-07-01,26.349,0.909,Suita,Japan,34.56N,136.22E
1864-07-01,,,Bombay,India,18.48N,72.68E
1963-11-01,-5.914,0.298,Saskatoon,Canada,52.24N,107.74W
1891-06-01,27.035,0.932,Bauchi,Nigeria,10.45N,10.64E
1965-11-01,22.071,0.289,Santa Fe,Argentina,31.35S,60.31W
1892-02-01,5.46,0.812,Hangzhou,China,29.74N,120.00E
1841-04-01,28.315,2.863,Phnum Pénh,Cambodia,12.05N,105.21E
1905-09-01,23.794,0.737,Vitória De Santo Antão,Brazil,8.84S,34.86W
1831-05-01,,,Xichang,China,28.13N,102.73E
1764-05-01,10.296,4.673,Nizhniy Novgorod,Russia,57.05N,42.79E
1792-07-01,16.69,2.924,Southend On Sea,United Kingdom,52.24N,0.00W
1862-03-01,27.615,1.3019999999999998,Rangoon,Burma,16.87N,95.44E
1978-07-01,29.826,0.406,Sonipat,India,28.13N,77.27E
1836-04-01,18.749,1.6369999999999998,San Juan Del Río,Mexico,20.09N,100.66W
1959-05-01,27.496,1.112,Purworejo,Indonesia,7.23S,112.70E
1995-02-01,26.343000000000004,0.2689999999999999,Medan,Indonesia,4.02N,98.84E
1941-01-01,15.493,0.319,Orlando,United States,28.13N,80.91W
2001-06-01,16.36,0.225,Saransk,Russia,53.84N,45.00E
1909-03-01,5.001,0.526,Reno,United States,39.38N,120.69W
1910-10-01,11.326,0.3329999999999999,Sioux Falls,United States,44.20N,96.15W
1905-06-01,24.661,1.167,Neiva,Colombia,2.41N,74.73W
1992-06-01,13.832,0.351,Quebec,Canada,47.42N,72.24W
1897-06-01,25.72600000000001,0.94,Do Rud,Iran,32.95N,48.83E
1855-02-01,13.69,2.347,San Juan Del Río,Mexico,20.09N,100.66W
1946-12-01,-2.095,0.246,Rostock,Germany,53.84N,12.27E
1871-05-01,17.269000000000002,1.849,Pomona,United States,34.56N,118.70W
1886-03-01,6.24,0.498,Modesto,United States,37.78N,120.00W
1991-07-01,17.983999999999995,0.352,Riga,Latvia,57.05N,25.08E
1968-02-01,5.444999999999999,0.2319999999999999,Novorossiysk,Russia,44.20N,38.01E
1836-09-01,12.009,2.801,Cambridge,United Kingdom,52.24N,0.00W
1949-06-01,25.624,0.51,Ikare,Nigeria,7.23N,5.68E
1943-11-01,20.832,0.639,Volta Redonda,Brazil,21.70S,44.13W
2009-11-01,9.835,0.264,Kokubunji,Japan,36.17N,139.23E
1851-03-01,6.146999999999999,1.996,Mashhad,Iran,36.17N,59.67E
2008-02-01,6.2010000000000005,0.12,Rouen,France,49.03N,0.00W
1955-12-01,25.471,0.26,Cuiabá,Brazil,15.27S,55.83W
1885-03-01,25.145,1.125,Turmero,Venezuela,10.45N,67.91W
1911-08-01,24.254,0.634,Tegucigalpa,Honduras,13.66N,86.70W
1806-10-01,23.656,1.495,Hindupur,India,13.66N,76.79E
1997-01-01,-5.941,0.212,Grand Rapids,United States,42.59N,85.09W
1857-04-01,7.3820000000000014,0.636,Hagen,Germany,52.24N,7.88E
1939-05-01,10.195,0.235,Velikie Luki,Russia,57.05N,30.98E
1865-01-01,8.995000000000003,0.861,Bari,Italy,40.99N,17.04E
1813-06-01,13.970000000000002,3.06,Smolensk,Russia,55.45N,31.18E
2006-06-01,25.454,0.171,Haifa,Israel,32.95N,35.43E
1848-04-01,12.72,1.078,Gyor,Hungary,47.42N,17.76E
1948-01-01,-17.273,1.073,Abakan,Russia,53.84N,91.36E
1917-07-01,17.055,0.44,Mufulira,Zambia,12.05S,27.95E
2002-08-01,24.018,0.77,Mombasa,Kenya,4.02S,39.38E
1976-11-01,21.576,0.594,Nawabshah,Pakistan,26.52N,68.06E
1862-08-01,26.438,1.177,San Juan,Puerto Rico,18.48N,65.92W
1918-01-01,4.627000000000002,0.606,Qandahar,Afghanistan,31.35N,65.97E
1944-01-01,0.877,0.625,Lausanne,Switzerland,45.81N,5.77E
1938-10-01,23.989,0.259,Chungho,Taiwan,24.92N,120.59E
1898-02-01,23.208,0.556,Santiago,Dominican Republic,20.09N,69.95W
1872-07-01,26.433000000000003,1.056,Norfolk,United States,36.17N,75.58W
1985-05-01,33.773,0.316,Mahesana,India,23.31N,72.52E
1891-04-01,5.414,0.503,Lipetsk,Russia,52.24N,39.42E
2003-03-01,25.657,0.179,Sumedang,Indonesia,7.23S,107.84E
1888-03-01,17.062,1.013,Tembisa,South Africa,26.52S,28.66E
1875-02-01,26.933000000000003,1.035,Onitsha,Nigeria,5.63N,6.46E
1959-04-01,24.950000000000006,0.342,Gandajika,Congo (Democratic Republic Of The),7.23S,23.51E
1959-11-01,22.208,0.391,Piura,Peru,5.63S,80.72W
1868-09-01,22.172,1.721,Cabo Frio,Brazil,23.31S,42.82W
1979-12-01,23.293000000000006,0.317,Uberaba,Brazil,20.09S,47.77W
1898-03-01,16.015,0.968,Tulancingo,Mexico,20.09N,98.96W
1945-10-01,10.694,0.147,Huddersfield,United Kingdom,53.84N,1.36W
1854-11-01,13.288,1.963,Quetta,Pakistan,29.74N,66.46E
1820-07-01,16.430000000000003,3.798,Plzen,Czech Republic,50.63N,13.94E
2012-12-01,-2.826,0.782,Augsburg,Germany,47.42N,10.66E
1999-09-01,20.513,0.296,Lisbon,Portugal,39.38N,8.32W
1838-01-01,,,Sungai Petani,Malaysia,5.63N,100.09E
1936-10-01,23.865,0.223,Mandi Bahauddin,Pakistan,32.95N,73.72E
1968-02-01,21.776,0.294,Choloma,Honduras,15.27N,87.50W
1956-11-01,26.145000000000003,0.45,Kanchipuram,India,13.66N,80.09E
1896-11-01,3.88,1.043,Shahr E Kord,Iran,32.95N,50.74E
1928-05-01,13.117,0.297,Genoa,Italy,44.20N,8.94E
1988-03-01,7.636,0.15,Imabari,Japan,34.56N,132.32E
2000-08-01,17.5,0.306,The Hague,Netherlands,52.24N,5.26E
1950-09-01,12.527,0.161,Newport,United Kingdom,52.24N,2.63W
1792-04-01,1.959,2.595,Ufa,Russia,55.45N,56.69E
1936-10-01,13.942999999999998,0.418,Marseille,France,42.59N,6.55E
1923-09-01,28.237,0.469,Thiès,Senegal,15.27N,17.50W
1993-08-01,11.822,0.66,Vina Del Mar,Chile,32.95S,71.81W
1940-04-01,10.753,0.2319999999999999,Mitaka,Japan,36.17N,139.23E
1902-11-01,0.508,0.64,Budapest,Hungary,47.42N,20.13E
1960-03-01,27.359,0.361,Pontianak,Indonesia,0.80S,110.09E
1827-08-01,,,Saltillo,Mexico,24.92N,101.08W
1933-12-01,26.918000000000003,0.452,Kendari,Indonesia,4.02S,122.95E
1841-11-01,23.497,2.07,Barasat,India,23.31N,88.25E
1862-09-01,19.989,1.693,Magé,Brazil,23.31S,42.82W
1963-11-01,11.599,0.417,Temuco,Chile,39.38S,72.83W
1779-01-01,5.920999999999999,3.182,Virginia Beach,United States,36.17N,75.58W
1871-01-01,0.2590000000000001,1.859,Chofu,Japan,36.17N,139.23E
1939-12-01,2.6180000000000003,0.544,Karaman,Turkey,37.78N,32.54E
1976-08-01,27.525,0.253,Zaoyang,China,31.35N,113.09E
2001-08-01,26.833,0.267,Pyay,Burma,18.48N,94.65E
1964-02-01,26.208,0.573,Rio De Janeiro,Brazil,23.31S,42.82W
2010-08-01,28.348000000000003,0.545,Shaoguan,China,24.92N,113.50E
1836-10-01,11.797,3.189,Zhaotong,China,26.52N,103.88E
1955-06-01,24.389,0.312,Bhadravati,India,13.66N,75.14E
1857-03-01,2.697,1.151,Budapest,Hungary,47.42N,20.13E
1956-10-01,25.52,0.3229999999999999,Bidar,India,18.48N,77.75E
1810-08-01,,,Shillong,India,24.92N,92.22E
1984-02-01,-0.85,0.222,Chemnitz,Germany,50.63N,13.94E
1893-06-01,18.787,1.61,Tabriz,Iran,37.78N,46.78E
1810-07-01,,,Aurangabad,India,20.09N,75.07E
1957-08-01,15.684,0.708,Miass,Russia,55.45N,59.53E
1899-08-01,19.59,1.246,Guayaquil,Ecuador,2.41S,79.55W
1781-12-01,0.736,7.249,Ljubljana,Slovenia,45.81N,15.00E
1918-12-01,5.6610000000000005,0.629,Las Vegas,United States,36.17N,115.36W
1959-08-01,30.533,0.154,Hisar,India,29.74N,75.69E
1889-12-01,9.292,1.6780000000000002,Lancaster,United States,34.56N,118.70W
1819-07-01,25.957,1.264,Madanapalle,India,13.66N,78.44E
1934-11-01,25.822,1.411,Camaçari,Brazil,12.05S,37.81W
1842-11-01,11.880999999999998,1.4680000000000002,Huelva,Spain,37.78N,6.10W
1916-05-01,13.822,0.7140000000000001,Fuenlabrada,Spain,40.99N,4.26W
1835-01-01,-5.8660000000000005,2.265,Toronto,Canada,44.20N,80.50W
1891-04-01,12.298,0.252,Hiroshima,Japan,34.56N,132.32E
1900-01-01,23.72300000000001,1.658,Madurai,India,10.45N,77.73E
1968-01-01,23.84,0.325,Harare,Zimbabwe,18.48S,30.42E
1811-06-01,,,Hubli,India,15.27N,75.83E
1962-12-01,14.752,0.256,Benghazi,Libya,32.95N,20.11E
1854-06-01,25.183000000000003,1.814,Oklahoma City,United States,36.17N,97.46W
1894-09-01,20.833,0.703,Zhangdian,China,36.17N,117.35E
1994-06-01,22.184,0.239,Komaki,Japan,34.56N,136.22E
1899-03-01,15.409,0.821,Tali,Taiwan,24.92N,120.59E
2005-03-01,4.236999999999999,0.095,Takaoka,Japan,36.17N,137.24E
2002-09-01,27.154,0.439,Rengasdengklok,Indonesia,5.63S,106.55E
1916-12-01,24.051,0.5820000000000001,Mejicanos,El Salvador,13.66N,90.00W
1876-04-01,20.228,1.018,Jieshi,China,23.31N,116.21E
2001-07-01,29.581,0.207,Unnao,India,26.52N,80.60E
1974-11-01,5.644,0.5670000000000001,Nukus,Uzbekistan,42.59N,58.91E
1974-12-01,4.8420000000000005,0.188,Newcastle Upon Tyne,United Kingdom,55.45N,2.83W
1882-09-01,11.598,0.425,Hamilton,New Zealand,37.78S,174.92E
1959-11-01,13.235,0.565,Nogales,United States,31.35N,111.20W
1901-12-01,1.098,1.331,Kaifeng,China,34.56N,114.81E
1755-04-01,10.302,3.162,Kherson,Ukraine,47.42N,31.97E
1927-01-01,3.536,0.226,Rotterdam,Netherlands,52.24N,5.26E
1846-07-01,,,Juazeiro Do Norte,Brazil,7.23S,39.73W
1969-05-01,18.96,0.445,Ruse,Bulgaria,44.20N,26.83E
1935-03-01,29.72,0.193,Dharmavaram,India,15.27N,77.50E
1883-07-01,-2.2030000000000003,1.004,San Bernardo,Chile,32.95S,69.89W
1964-10-01,8.877,0.27,Paris,France,49.03N,2.45E
1992-11-01,17.467000000000002,0.41,Ciudad Valles,Mexico,21.70N,99.52W
1948-11-01,26.693,0.141,Ondo,Nigeria,7.23N,4.05E
1915-06-01,22.962,0.428,Pemba,Mozambique,13.66S,40.46E
1956-07-01,35.568000000000005,0.596,Khorramshahr,Iran,29.74N,48.00E
1953-04-01,11.457,0.42,Qarchak,Iran,36.17N,51.71E
1787-04-01,5.821000000000001,3.319,Sunderland,United Kingdom,55.45N,2.83W
1854-04-01,16.636000000000006,1.4880000000000002,Alexandria,Egypt,31.35N,30.16E
1997-10-01,23.489,0.228,Yüanlin,Taiwan,24.92N,120.59E
1989-10-01,17.866,0.185,Chongqing,China,29.74N,107.08E
1832-05-01,24.861,2.079,Shiliguri,India,26.52N,87.76E
1936-05-01,21.12,0.289,Alexandria,Egypt,31.35N,30.16E
1910-10-01,26.345,0.76,Várzea Grande,Brazil,15.27S,55.83W
1967-06-01,26.881,0.406,Bontang,Indonesia,0.80N,118.13E
1922-08-01,19.276,0.457,Iasi,Romania,47.42N,27.24E
1915-01-01,26.86,0.644,Kochi,India,10.45N,76.09E
1931-02-01,-8.902000000000003,0.92,Makiyivka,Ukraine,47.42N,39.08E
1984-12-01,26.44,0.3329999999999999,Singkawang,Indonesia,0.80N,108.48E
1972-06-01,18.619,0.391,Corrientes,Argentina,28.13S,59.09W
1881-11-01,16.244,0.627,Charleston,United States,32.95N,79.47W
1876-01-01,23.71,1.305,Manila,Philippines,15.27N,120.83E
2006-01-01,27.894,0.542,Djougou,Benin,10.45N,2.45E
1778-08-01,20.237,3.508,Vitoria,Spain,42.59N,2.18W
1954-10-01,24.268,0.215,Encheng,China,21.70N,111.63E
1893-09-01,12.302,0.461,Kingston Upon Hull,United Kingdom,53.84N,1.36W
1906-01-01,4.313,0.7509999999999999,Zhuzhou,China,28.13N,113.64E
1976-09-01,20.201,0.376,Rio Claro,Brazil,21.70S,47.60W
1824-02-01,8.917,1.825,Murcia,Spain,37.78N,2.03W
1814-11-01,3.137,7.713999999999999,Freiburg,Germany,47.42N,8.29E
1930-04-01,5.174,0.33,Cheboksary,Russia,55.45N,48.19E
1961-10-01,14.845999999999998,0.361,Zhucheng,China,36.17N,119.34E
1930-03-01,17.213,0.282,Quito,Ecuador,0.80S,77.95W
1971-12-01,25.863000000000003,0.284,Bogor,Indonesia,7.23S,106.22E
1917-04-01,2.383,0.509,Zalantun,China,47.42N,121.97E
2012-03-01,3.084,0.529,Baku,Azerbaijan,40.99N,48.99E
1944-04-01,27.738000000000003,0.331,Sonipat,India,28.13N,77.27E
1967-12-01,17.887,0.691,Aswan,Egypt,23.31N,32.33E
1852-01-01,9.207,2.0780000000000003,Mersin,Turkey,36.17N,33.81E
1977-04-01,11.307,0.126,Cusco,Peru,13.66S,71.83W
1811-09-01,12.334,3.419,Ramnicu Valcea,Romania,45.81N,24.23E
1908-08-01,26.292,0.6,Jambi,Indonesia,0.80S,103.66E
1864-06-01,14.429,1.569,Bulawayo,Zimbabwe,20.09S,29.00E
1909-10-01,24.326,0.826,Kinshasa,Congo (Democratic Republic Of The),4.02S,15.27E
1928-06-01,26.238000000000003,0.7340000000000001,Tengzhou,China,34.56N,116.76E
1839-12-01,14.042,1.983,Dharan,Nepal,26.52N,87.76E
1953-06-01,26.687,0.241,Sanhsia,Taiwan,24.92N,120.59E
1856-06-01,21.718000000000004,1.615,Fukuyama,Japan,34.56N,134.27E
1974-08-01,10.455,0.502,Curico,Chile,34.56S,72.00W
1893-06-01,15.408,0.959,East London,South Africa,32.95S,27.77E
1956-09-01,27.067,0.536,Semarang,Indonesia,7.23S,111.08E
1820-08-01,22.866,2.402,Pune,India,18.48N,74.37E
1887-03-01,2.781,0.701,Kayseri,Turkey,39.38N,35.38E
1983-05-01,14.227,0.88,Calama,Chile,23.31S,69.03W
1888-03-01,-11.295,2.376,Irkutsk,Russia,52.24N,105.11E
1837-07-01,20.969,1.496,Isparta,Turkey,37.78N,30.51E
1815-07-01,26.269,2.7030000000000003,Huelva,Spain,37.78N,6.10W
1893-02-01,24.302,0.5539999999999999,Jolo,Philippines,5.63N,119.46E
1918-04-01,26.459,0.524,Monrovia,Liberia,7.23N,10.54W
1844-08-01,19.681,2.898,Flint,United States,42.59N,82.91W
1799-12-01,-5.291,2.024,Reutlingen,Germany,49.03N,9.80E
1745-11-01,,,Kryvyy Rih,Ukraine,47.42N,34.34E
1821-08-01,28.385,1.406,Balurghat,India,24.92N,88.67E
1795-09-01,14.841,5.157,Oldham,United Kingdom,53.84N,1.36W
1890-12-01,8.119,0.8909999999999999,Jiujiang,China,29.74N,116.31E
1745-05-01,,,Terrassa,Spain,40.99N,2.13E
1996-01-01,0.399,0.312,Takaoka,Japan,36.17N,137.24E
1909-05-01,24.586,0.557,Acuña,Mexico,29.74N,101.54W
1778-07-01,,,Colorado Springs,United States,39.38N,104.05W
1843-06-01,28.328000000000003,1.065,Meiktila,Burma,20.09N,95.55E
1865-10-01,5.542000000000002,1.027,Guelph,Canada,44.20N,80.50W
1977-07-01,19.987,0.271,Eldoret,Kenya,0.80N,34.55E
1941-01-01,12.994000000000002,0.472,Jerusalem,Israel,31.35N,35.81E
1864-03-01,25.804,1.3159999999999998,Petaling Jaya,Malaysia,2.41N,102.05E
1847-01-01,,,Bragança Paulista,Brazil,23.31S,46.31W
1857-06-01,23.822,1.225,Huaihua,China,28.13N,110.00E
1840-05-01,10.970999999999998,1.569,Gera,Germany,50.63N,11.41E
2007-04-01,14.415,0.434,Le Mans,France,47.42N,1.18E
1874-04-01,28.132,0.951,Erode,India,12.05N,77.26E
1989-12-01,-6.676,0.37,Dayton,United States,39.38N,83.24W
1833-06-01,25.327,2.322,Imphal,India,24.92N,93.99E
1859-05-01,15.225,0.778,Yingkou,China,40.99N,123.55E
1926-06-01,18.14,0.4679999999999999,Colorado Springs,United States,39.38N,104.05W
1921-04-01,16.537,0.6409999999999999,Qabis,Tunisia,34.56N,9.73E
1979-02-01,7.372999999999999,0.213,Itami,Japan,34.56N,136.22E
1850-09-01,19.76,1.465,Odawara,Japan,36.17N,139.23E
1891-01-01,13.31,1.219,Abadan,Iran,29.74N,48.00E
1987-10-01,26.239,0.316,Akure,Nigeria,7.23N,5.68E
1920-11-01,25.799,0.488,Montalban,Philippines,15.27N,120.83E
1986-10-01,11.195,0.226,Amersfoort,Netherlands,52.24N,5.26E
1863-06-01,18.157,1.784,Srinagar,India,34.56N,73.95E
1848-12-01,11.303,1.416,Jhelum,Pakistan,32.95N,73.72E
1850-03-01,,,Serra,Brazil,20.09S,40.95W
1882-09-01,22.388,0.565,Huainan,China,32.95N,117.77E
1974-12-01,7.38,0.213,Watford,United Kingdom,52.24N,0.00W
1965-08-01,27.375,0.382,Higüey,Dominican Republic,18.48N,69.30W
1964-02-01,-3.11,0.273,Heze,China,34.56N,114.81E
1945-05-01,18.063,0.304,Resistencia,Argentina,28.13S,59.09W
1834-10-01,21.689,1.771,Ilam,Iran,32.95N,46.91E
1840-01-01,-10.724,2.162,Orekhovo Zuevo,Russia,55.45N,39.69E
1755-03-01,-4.6610000000000005,5.437,Västerås,Sweden,60.27N,16.22E
2007-08-01,16.573,0.449,Öskemen,Kazakhstan,50.63N,82.39E
1895-02-01,-2.431,0.733,Richmond,United States,37.78N,77.29W
1855-06-01,27.844,0.942,Pétionville,Haiti,18.48N,72.68W
1869-02-01,6.64,2.089,Salamanca,Spain,40.99N,6.39W
1856-03-01,-1.846,1.2,Botosani,Romania,47.42N,27.24E
1986-09-01,27.584,0.423,Matanzas,Cuba,23.31N,81.26W
1814-12-01,7.718999999999999,4.968999999999999,Little Rock,United States,34.56N,91.46W
1927-05-01,28.537,0.355,Narayanganj,Bangladesh,23.31N,90.00E
1948-01-01,8.622,0.4029999999999999,Kunming,China,24.92N,102.86E
1873-01-01,25.593000000000004,1.435,Timon,Brazil,5.63S,43.59W
1976-10-01,23.515,0.32,Islamabad,Pakistan,32.95N,73.72E
1970-07-01,26.197000000000006,0.198,Madurai,India,10.45N,77.73E
1889-10-01,17.002,0.472,Fuji,Japan,34.56N,138.16E
1991-06-01,19.768,0.19,Perm,Russia,58.66N,55.38E
1819-11-01,4.397,2.265,Marand,Iran,39.38N,45.78E
1982-01-01,15.246,0.3779999999999999,Ismailia,Egypt,31.35N,32.04E
1806-03-01,4.642,2.893,Sutton Coldfield,United Kingdom,52.24N,2.63W
1768-02-01,11.773,6.375,Warqla,Algeria,31.35N,5.65E
1832-01-01,,,Managua,Nicaragua,12.05N,85.48W
1871-10-01,21.92,1.3119999999999998,Conselheiro Lafaiete,Brazil,20.09S,44.36W
1930-06-01,31.945,0.732,Machilipatnam,India,15.27N,80.83E
1949-11-01,14.854,0.335,Aleppo,Syria,36.17N,37.79E
1954-01-01,2.547,0.225,Leicester,United Kingdom,52.24N,0.00W
1951-01-01,14.822,0.465,Chhapra,India,26.52N,84.18E
1776-11-01,-0.0499999999999998,4.883,Mazyr,Belarus,52.24N,28.91E
1834-07-01,29.764,1.889,Garland,United States,32.95N,96.70W
1922-05-01,19.89,0.866,Misratah,Libya,32.95N,14.36E
1966-01-01,-14.069,0.5379999999999999,Tampere,Finland,61.88N,22.08E
1942-05-01,28.293000000000003,0.379,Udon Thani,Thailand,16.87N,102.14E
1972-08-01,20.331,0.441,Mytishchi,Russia,55.45N,36.85E
1907-02-01,17.794,0.462,Hajipur,India,24.92N,85.12E
1893-11-01,3.302,0.965,Cluj Napoca,Romania,47.42N,22.50E
1859-04-01,32.997,1.234,Maiduguri,Nigeria,12.05N,13.15E
1936-05-01,25.003,1.31,Nossa Senhora Do Socorro,Brazil,10.45S,36.82W
1853-05-01,32.383,0.527,Tambaram,India,13.66N,80.09E
1915-08-01,20.451,0.505,Stara Zagora,Bulgaria,42.59N,26.18E
1804-02-01,-0.1640000000000001,2.5660000000000003,Karaman,Turkey,37.78N,32.54E
1945-11-01,18.397,0.265,Saharanpur,India,29.74N,77.54E
1868-03-01,0.1919999999999999,1.14,Ploiesti,Romania,45.81N,26.54E
1962-01-01,17.71,0.28,Haora,India,23.31N,88.25E
1871-07-01,26.486,1.73,Memphis,United States,34.56N,89.51W
1972-07-01,18.055,0.2739999999999999,Limoges,France,45.81N,1.15E
1878-09-01,25.373,1.763,Piedras Negras,Mexico,28.13N,100.91W
1816-12-01,-14.255,2.813,Zlatoust,Russia,55.45N,59.53E
1923-02-01,-1.649,0.295,Koszalin,Poland,53.84N,15.00E
1995-06-01,25.316,0.253,Savannah,United States,31.35N,81.05W
1841-11-01,23.653,1.4340000000000002,Khammam,India,16.87N,80.37E
1856-07-01,27.06,0.946,Kuantan,Malaysia,4.02N,103.66E
